document_id	page_id	paragraph_id	sentence_id	source_sentence	target_sentence
kusazoushi/145C42718D569ABB323EF75C9EDF2179	5	8	40	【左丁。師匠の妻の言葉】もふとうふやかまいりましたおひるになさりませ	もうお昼が参りましたお昼になさりませ
kusazoushi/145C42718D569ABB323EF75C9EDF2179	6	9	41	【右丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	6	9	42	もはや吉松はよいわかいものになりおとなしきうちによめをもらわんそうおうなる所へやくそくしてきわまり吉日をゑらみしるしをやるつもりになり	もはや吉松は立派な若者となり、大人しい性格のまま嫁をもらうに相応しい縁談が整い、吉日を選んで結納の品を贈るつもりになった。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	6	9	43	あほうな子はなをかわゆいとおとゝの甚六ひとりまへにていかぬやくしやなれといつまても天川やのでつちのやうにまへかみてもおかれず	あほうな子は名を可愛いと、弟の甚六を一人前にしようとする役者なれど、いつまでも天川の泥のように前髪を結い直すことも許されず。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	6	9	44	ゆいのうのしうぎをさいわいにけんふくさせけるがこどものときはつめいよりこのくらいがよいかけんとでいりのいしやとのゝ見たてそればつかりがたのしみは百両とみのふだにきつているやうなものなり	結納の祝儀を幸いに整えたが、子供の頃は詰め込みよりこの加減が良かろうと、出入りの医者の見立て。そればかりが楽しみは、百両札に刻まれた数字のようなものなり。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	6	10	45	【右丁下。甚六の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	6	10	46	びんがあつくてもよいいたくてならぬ	「瓶が熱くたって構わねえ、痛くてたまらねえ！」
kusazoushi/145C42718D569ABB323EF75C9EDF2179	6	11	47	【右丁下から左丁下へ。吉松の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	6	11	48	次介とんほんたに【本田(髷)に】してやらしやれ	「次介を本田髷に致しなさい。」
kusazoushi/145C42718D569ABB323EF75C9EDF2179	6	12	49	【左丁。九平の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	6	12	50	こふくやへ人をやつてみやれ	「呉服屋へ人をやってみろ。」
kusazoushi/145C42718D569ABB323EF75C9EDF2179	6	12	51	なんぼふたかさねてももふできそふなものしや	「なんぼ二枚重ねても、もうできそうにないもんじゃ。」
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	13	52	【右丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	13	53	さい上吉日なれば吉松によめをむかへふたおやのよろこびいわんかたなく	最上の吉日であるため、吉松に嫁を迎え、両親の喜びは言いようもなく、
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	13	54	みな〳〵せんしうばんぜいをしゆくし	皆々が千祝万歳を祝った。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	14	55	そうりやうといふものはばかにきわまつたものではなし	宗領というものは馬鹿げたものではない。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	14	56	すこしゆふなものなりよりとも公はしばいてははんとうにすれとそうおやだまとなり	少し優れたものであれども、公が厳しく鍛えれば真にすれば宗家の玉となる。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	14	57	よしつね公よし中こうはちゑがこぼるゝほどあつてもそここゝといそうろふに成給ふ	義経公や義仲公は知恵が溢れるほどあっても、あちこちと奉公におなりになる。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	14	58	それにひきかへ吉松そうりやうの【左丁】ようにはなくこせ〳〵とせいをだしもの事にぬけめなくかせきけり	それに引き換え、吉松宗領のようにはなくこせこせと精を出し、物事に抜け目なく稼ぎ働いた。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	15	59	【右丁中ほどの言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	15	60	てんきもよろしうべつしてめてたふそんじます	天気も良く晴れ渡って、めでたく存じます。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	16	61	【右丁下の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	17	62	うつくしいものだとしやくといふところかある	美しいものだと芍薬というところがある
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	17	63	【左丁右下の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	17	64	おとゝがこなたのおせわでござろふたのみ ます	弟がこちらのお世話でございます二服いたします。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	17	65	【左丁左下の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	7	17	66	おふくろさまはさぞおうれしかろう	母さんはさぞお喜びでしょう
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	18	67	【右丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	18	68	いけやのかないこんれいにていそがしけれとも	いけやの家内は婚礼で忙しいけれども、
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	18	69	甚六ひとりひまじんにてうまいものだらけゆへよろこびける	甚六は一人で暇人となり、美味しい物だらけなので喜んだ。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	18	70	さどいきのおんなともおとふとごにつまらぬもを【と？】うわきする	さどいきの女ともお喋りごとに詰まらないものを浮きする。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	19	71	【左丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	19	72	子ゆへのやみのおやこゝろ甚六人なみにしたくおもひはゝはありとあられぬかじきとうあさくさのぢぞうさま	子ゆえの闇の親心、甚六を人並みに仕立てようと思う母は、ありとあらゆる加治権現や浅草の地蔵様に祈りを捧げた。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	19	73	ほかのうちへはつきまいりりしゆぶんをたのんだりかみさまなにしうしのへだてもなくそのおかけやらあついさむいぐらいわいふやうになりけり	他の家々へは付きまいりして縁故を頼んだり、神様に分け隔てなくお願いするうち、そのお蔭か、暑い寒いぐらいの不満は言わぬようになりけり。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	20	74	【右丁下の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	20	75	とふぞまい日おきやくがあればよいうまいものなり	当方毎日お客があれば、良いうまいものができるというものだ。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	20	76	まんちうがあかでよい	饅頭が赤くても構わない。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	21	77	【左丁下の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	21	78	なに事もかみしんじんおふきにおせわだ	「何もかも神様の信心のお陰で世話になってやがる」
kusazoushi/145C42718D569ABB323EF75C9EDF2179	8	21	79	アいはんにやはらみつた	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	9	22	80	【右丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	9	22	81	甚六かみさまのおかけにてすこしはなしもできるやうにになりければ	甚六は神様のおかげで少しは話もできるようになったので。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	9	22	82	なんぞけいこごとでもはじめたらば人ずきやいもできるやうになろふといしやのでんはくをたのみかねはせう〳〵いつてもよいとおやじまでいゝけるゆへ	「何か稽古事でも始めたら人好きもできるようになるだろうと九平さんの助言を頼みかね、『せっせと言ってもよい』と親父まで言ったので」
kusazoushi/145C42718D569ABB323EF75C9EDF2179	9	22	83	甚六にすゝめるぬしにはなにがよかろふといふおもひつきもないとさま〳〵のけいをくじにしてだいしさまのおみくじといふみにてふりいだす	甚六に稽古事を勧める者は何が良かろうかという思いつきもなく、様々な芸を籤にして大師様のおみくじという見立てで引いて決めた。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	9	22	84	第一はんのくじにうたひ第二つゝみ 第三さみせん第五上るり第六けんじゆつ第七はな第八はいかい第九がくもん第十ちやのゆこれほどけいこしたならば	第二は鼓第三は三味線第五は浄瑠璃第六は剣術第七は花第八は俳諧第九は学問第十は茶の湯。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	9	22	85	それからはこゝろまかせじゆしゆかう【十種香】れんが【連歌】こきう【胡弓】どら【銅鑼】めうはち【妙鉢】にいたるまでならつておけば	これほど稽古したならばそれからは心任せに十種香、連歌、胡弓、銅鑼、妙鉢に至るまで習っておけば
kusazoushi/145C42718D569ABB323EF75C9EDF2179	9	22	86	【左丁】そんはなしまつ一ばんにうたひからけいこをなされとすゝめる	そんはなしまつは、一番に謡いから稽古をなされと勧める。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	9	22	87	【右丁下の言葉】まづけいこにゆくとはなしができてよい	まず稽古に行くとの話ができてよい
kusazoushi/145C42718D569ABB323EF75C9EDF2179	9	22	88	【左丁下の書き入れ】けいこのくじをかきつけをく	稽古の籤を書き付けておく。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	10	22	89	【右丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	10	22	90	せけんはれてのけいこ事うたひにあがり	世間に知られた稽古事である謡いを始めた甚六。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	10	22	91	人つきやいものう【？】はいがよくまづでしいりにせんせいもぢん六をとうへんぼくと見たてとうぼくをはじめしてわきをうたふやうになればだん〳〵におもしろくなり	人付き合いの悪さも相まって、先生も当分は傍役だろうと見立て、伴奏から始めて脇を歌わせるようにした。すると次第に面白みが出てきた。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	10	23	92	みわのうたひとちかひよるはくれどもひるもくるよふにせいをいだし	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	10	23	93	うたひかう【謡講】のあとてじぐちでもいふ【左丁】やうになりけり	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	10	24	94	【右丁。下の言葉】二郎兵へさまわたくしともは□かつたもふた□のりはすみ ました	二郎兵衛様、私共は□かったも二つのりは済みました
kusazoushi/145C42718D569ABB323EF75C9EDF2179	10	24	95	【右丁。左の言葉】「こんばんは二八でなしにちやめしでよい	「今晩は二八でなしに茶飯でよい」
kusazoushi/145C42718D569ABB323EF75C9EDF2179	10	24	96	【左丁。上の言葉】なか〳〵甚六どのあじをやります	なかなか甚六どの味をやります
kusazoushi/145C42718D569ABB323EF75C9EDF2179	10	24	97	【左丁。下の言葉】まつかぜはおもしろい上るりでないからきゝてはひとりもない	『松風』は面白い浄瑠璃でないから聴いては一人も居ない
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	25	98	【右丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	25	99	甚六うたひにせいをだしす	甚六は歌いに精を出した。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	25	100	うたひにてはおもしろくないとはやしでもうたうきになりひやうしをおぼへとく	歌いでは面白くないと、囃子でも歌う気になり、拍子を覚えておいた。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	25	101	小つゞみへあがりはせをおはしめておけのそこをたゝくやうにみしやうにたゝきもみのしはんてや	小鼓の練習を始め、桶の底を叩くように見よう見まねで叩き揉みの修業をした。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	25	102	はしでもうつきのところへともだちばなしに来りなんと	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	25	103	そのやうにやあはあといわすに	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	25	104	二上りでもさんさがりでもわつさりとした事をな□いなわとしがゆく所にとんだよいところがあるとて	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	25	105	まへのしうしへすゝめこむ【左丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	26	106	よつぽとうつくしいときいてさみせんもなろうきになりおかざき女郎しゆでもないとねこのつまをはじめおびからさきへほそくしてぞうげのばちのさへちりへまきゑにじやうもんをつけふところからたしかけちつともはやくおぼへて	よほど美しいと聞いて三味線も習う気になり、岡崎の女郎衆でもないと猫の爪弾きを始め、帯から先へ細く削って象牙の撥さえ塵へ巻き、絵に縄文を付け、懐から確かに一つも早く覚えて、
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	26	107	やねふねへでもでゝぎをんばやしでもひきたくてうしをあわせるもしらでつめのいとみちばかりいぢり	屋根船へでも出ては囃子でも弾きたくて、後を合わせるのも知らず、爪で糸を弾くばかりいじり回して、
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	26	108	人のならふところ〳〵ときゝおぼへそら〳〵【そろ〳〵？】ざがけりにてやつて見る	人が習うところを聞き覚え、そそくさとやってみる。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	26	109	【右丁。下の言葉】さみせんもちつとひかねはよくないあまりよいとげびる	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	11	27	110	マアはア【左丁。図中の言葉】みとせうへではなしてちん〳〵あい〳〵きついもんだよ【右丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	27	111	さみせんも人のけいこを見てまだるくおもひ上るりときかかわりまづかとりひめの道ゆきといふところをすてんへんからさんのきりをやるつもりにて	三味線も人の稽古を見てまだるく思い、浄瑠璃と聞きかかり、まず「鳥姫の道行き」というところを捨てん辺から三の切りをやるつもりで
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	27	112	せんちんもんどうやとらふうの二の口はおぼへもせぬさきにいもせ山のはる太夫ばをのぞみ	「千珍万道」や「とら風」の二の口は覚えもしない先に、妹背山の春太夫場を望み
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	27	113	またなんぞありそうなものといわれてさんかつのかきおきばの【左丁】	また何ぞありそうなものと言われて三箇の書き置き場の
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	28	114	□んをもつて来りしゆへしやう事なしにはじめたとへていわば	□んを持って来た理由もなく始めたと言えば
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	28	115	みやまきとみやこのはなふつつりわんき【りんき？】せまいぞとたしなんで見てゝもなさけなやといやなこへにて	宮巻と都の花をふつつりわんき（りんき？）と詰め込み、「せまいぞ」とたしなまれても情け容赦なく、いやなところへと追い込まれて
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	28	116	一だんおぼへそればかりのもとでにてほう〳〵のくわいをあるきうまい〳〵とほめられてまいのきではちつにゑらいものだとおもひしん	一段覚えればそればかりを基に方々の会を歩き、「上手い」と褒められて舞の座では八つも偉いものだと思い込んで。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	28	117	上るりがでると五日ほどゆかのしたへきゝにゆきならひもせぬちうしんくらの七段めのかけやいのとこ□はんないではやくぶそくゆら之助をまさ太夫のきでやりつけ	浄瑠璃が始まると五日ほど床の下へ聞きに行き、習いもせぬ忠臣蔵の七段目の掛け合いの所、半内では早速不備だらけのゆら之助をまさ太夫の気で遣り付け大仏の柱ときたら、太いだけで上等なものではない。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	28	118	大ぶつのはしらときてふといのうへなしなり	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	29	119	【右丁中の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	29	120	千ぼうがたてくわいはいつだ	千本槍が立つような大騒ぎだ。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	29	121	のぶんしやさんはよつほどひなわくさくなつた	のぶんしゃさんはよっぽどひなわ臭くなった。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	29	122	【左丁中の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	12	29	123	かぜをひいたがいければよいが【右丁】	「風邪をひいたが、行ければよいが」
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	29	124	けいこ事にてむしやうにふけてすこしは男のたしなみとけんしゆつ 【剣術】へあがり	稽古事に無性に耽り、少しは男の嗜みと剣術へ進むようになった。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	29	125	ぼうのいつてもおぼへぬうちたしなみがあると見せたくめつきをこわくして	棒の言われようと覚束ないうちから、嗜みがあると見せたく見かけを厳しくして、
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	29	126	うちの子共やめしたきのてをねぢつていやからせ	うちの子らに辞めさせたい手を捻じって嫌がらせた。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	29	127	ゝんせいのてのうちを見てとかく人かなけたくなり	先生の手の内を見て、とかく人を泣かせたくなるのだった。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	29	128	やみのばんにさみしき所へゆきやつて見る所がむかふはさみしきをあるくくらいなればぢよさいわなし	暗い夜に寂しい所へ行きやって見ると、向こうは寂しげに歩くくらいなので情け容赦もなく。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	30	129	【左丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	30	130	なまひやうほう【生兵法】大きなめにあひうちにはかりひきこみけれは	生兵法で大怪我をし、内々の計らいで引き込まれたため、
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	30	131	そのやふにきをつめてはどくしやきをやしのふには花かきついくすりといけはなをならわせけれハ	そのように心を込めて独り行儀を修めるには、生け花という薬として花を活けることを習わせたので、
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	30	132	これもおもしろくなり	これも面白くなってきて、
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	30	133	梅やつばきやすいせんのなをしらぬものもなし	梅・八つ葉木・安否煎の名前を知らない者もいない。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	30	134	その外小ぐさのなもおほへずしきの花おもとりあつかわぬうちに	そのほか小草の名前も覚えず、敷き花を本式に扱わぬうちに、
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	30	135	なみきいけのはたではなのくわいもふせんを敷まくをうちくんしゆの中でおちをとるきで	並木池の端では花の会で敷銭を敷きまくり、君子たちの中で落ち度を取り繕う気で、
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	30	136	上下なとででかければふたおやなからいけはなは心やすきものかとおもふ	上下の隔てなく振る舞えば、両親にとって生け花は心休まるものかと思う。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	31	137	【右丁。下の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	32	138	かゝるをはづしてしたゝかなめにあいにけるが	そうしたことを避けていたが、大変な目に遭ってしまった。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	32	139	いちのてとかけいだしけいこして人をなけるにはあらず	一の手と駆け出し稽古をしたからといって、人を扱えるわけではない。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	32	140	なけられぬやうにする事をしらぬなり	人を扱えないようにする方法を知らないのだ。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	32	141	「すいさんせんばんいつ□□でいつても□きのないやつだ	「すいさんせんばんは、いつ□□で言っても□きのないやつだ」
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	32	142	【左丁。右下の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	32	143	はなはたつふりとなされかんせいにたれでも	花は立派に作られ、完成には誰でも
kusazoushi/145C42718D569ABB323EF75C9EDF2179	13	32	144	【以下不明】□とに□□きりなごかもふござろふ	□とに□□きりなごかもふござろふ
kusazoushi/145C42718D569ABB323EF75C9EDF2179	14	33	145	【右丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	14	33	146	ちやうすはひといろのやくなれはさしきにいてもちいられひきうすはなんてもこされ〳〵たいつも【？】するかかへもぬ□といふやつで三度のてまか四度とはいかす弐度もじなり【？】	茶臼は一色の役目だから茶席にいても用いられず、挽き臼は何でもこなせそうな構えだが抜け穴があるような代物で、三度の手間か四度かかるはずが二度で済んでしまう。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	14	33	147	いけはなもくちもとのけいこにして又はいかいにかゝり甚光となひろめのすりものおふほうせうに三十五へんすりにしてもふはいかいするといふかほであるきつけ	生け花も口先の稽古にして俳諧に熱中し、甚光と名乗って摺り物を配り歩き、三十五回も刷り直してもまだ俳諧を続けるという風体。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	14	33	148	あんばいなとはさておき三句のわたりてにはさりきらいもしらずばんには	着付けの加減などお構いなしに、三句のやり取りでは遠慮も嫌いも知らず、番になると
kusazoushi/145C42718D569ABB323EF75C9EDF2179	14	34	149	【左丁】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	14	34	150	そんぞそこのはいかいはらみ句を四つ五つこしらいまへの句にもかまわすむしやうやたらにおつつけてみれはしゆひつのはたらきにてててんにてもなると大のかうまん	俳諧では張り句を四つ五つ作り、前の句との調和も気にせずむやみに続けていくと、朱筆の勢いで手伝いさえ大した高慢さになる。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	14	34	151	それからその句をゆくさきでつかいまじ〴〵としているはたくわんの石を六つも七つもおくよふなるものなり	そして、その句をこれからの場面でごちゃ混ぜに使おうとしているのは、沢庵の石を六つも七つも積み重ねるようなものだ。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	14	35	152	【右丁。下の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	14	35	153	こいつれてうまいところ女ほうはどうだのないぞ〳〵ついぞ　ない	こいつを並べたって上手いところなんてねえ。女房のことはどうだって言えるかよ、まったく。
kusazoushi/145C42718D569ABB323EF75C9EDF2179	14	35	154	【左丁。下の言葉】	
kusazoushi/145C42718D569ABB323EF75C9EDF2179	14	36	155	このぢうのかふらいやはしやわせを　いたした	この常のかふらいやは幸せを致しました
